Alert_Time	Token	Adress	Market_Cap	Token_Price	Mint_Authority	LP_burned	Trending	Lord_Impact	Lord_Ratio	TwentyFourHoursVol	Lord_Score	Holders	Deployer	Deployer_Percent	Top_Holders	Liquidity_Pool_Balance	SOL_Supply
24/03 05:24:50 UTC	PUKKU	CZNCrkTVEP8RzfpvfnYsaE1EimEJE11HBhSFixTev5ZA	$527,434	$0.000527	Disabled	N/A	#6	18.8	0.6	$288,135 | 9563.00%	65.77	661	2.46 SOL	5.00%	22.80%	$59,985	173.0 / 5.7%
24/03 07:40:30 UTC	SolTeer	HcuSvWb7zJatFyy1PsNBBQTJuFh4fo23X3yfyNv8U5TV	$1,804,263	$0.00180	Disabled	100%	#18	10.8	9.5	$17,069,554 | 96968.00%	23.33	4716	0.03 SOL	0.00%	25.82%	Raydium TEER/SOL $119,995	348.6 / 3.3%
24/03 09:11:05 UTC	$CrypTok	4EJnWwF72LG8e61Lv5eyi2sEFgUQLdse3zv9WLjBw78V	$48,876	$0.0489	Disabled	100%	#2	23.6	4.6	$226,413 | 3544.00%	43.61	510	0.00 SOL	0.00%	35.45%	$8,907	25.4 / 9.1%
24/03 09:51:33 UTC	BUSINESS	6BPxCDRVDB6Hkab6MAKfLTYZPJAvgXfoiG7wic8upQSh	$74,608	$0.0000746	Disabled	N/A	#0	0	0.9	$64,108 | 3494.00%	28.62	292	0.79 SOL	6.00%	41.29%	$22,346	64.1 / 15.0%
24/03 10:21:40 UTC	dogwifbox	7A79knowcBh18E8VcGNvKe9G5gfiWTEVMQ5VNUWhk2Hi	$231,381	$0.0231	Disabled	N/A	Not Trending	0	0.2	$38,866	20.54	457	5.92 SOL	0.00%	14.03%	$32,711	93.7 / 7.1%
24/03 10:22:28 UTC	BruceLee	7Ut2U743GH911oxpdGQv2TE8TyjaUjYX87HuQpTwimxR	$309,813	$0.000310	Disabled	100%	#12	21.2	3.3	$1,017,053 | 9970.00%	51.93	1226	0.00 SOL	0.00%	27.07%	$26,933	77.1 / 4.4%
24/03 12:53:40 UTC	SAVE AMERICA	FekNFZCxaAWpUtNgBLrdWAZ1gRZAoqqBFbGwM4vLNHj2	$203,146	$0.000203	Disabled	100%🔥	#13	14.8	1.3	$269,941 | 6323.00%	20.06	770	37.62 SOL	0.00%	27.96%	$20,233	58.0 / 4.9%
24/03 14:29:03 UTC	OBUMU	4hmenhqAGAMk4yabsdgxqz8mYinLSLhBe2czo63naAiK	$127,064	$0.00127	Disabled	100%🔥	#0	0	1.0	$124,495 | 10329.00%	1.49	488	0.02 SOL	3.00%	26.68%	$21,726	61.2 / 8.6%
24/03 14:34:04 UTC	Zebra	C1o2D9RJVhqKZtLFNyxvApjdMMNHMpNR2YzL2aHphHSr	$97,217	$0.000972	Disabled	N/A	#0	0	0.6	$54,055 | 4512.00%	10.88	305	4.59 SOL	0.00%	39.88%	Raydium ZEBRA/SOL $22,465	59.7 / 12.2%
24/03 15:52:38 UTC	BONKWIF	4vhWxnuNJdfLz25LWtFET5eeLfeLaSrirMDsbcKWvp8f	$38,276	$0.0383	Disabled	N/A	#0	0	1.6	$60,114 | 1778.00%	21.72	267	8.83 SOL	0.00%	35.93%	$11,213	34.1 / 13.6%
24/03 15:43:16 UTC	MAX BIDDING	6H1qcwdNJFyBcr7o8GximVWVjzMaRHAs4qFbWzQWgd7Y	$115,258	$0.000115	Disabled	N/A	#14	15.2	3.3	$374,101 | 6438.00%	1.22	553	1.24 SOL	0.00%	27.13%	$18,992	54.8 / 8.1%
24/03 16:27:30 UTC	dogewifhat	HVLFiziGFbVH29FdaSDG9XgXzxt9qm6iUBENnwZJqa93	$135,882	$0.000136	Disabled	100%	#2	21.6	1.1	$153,739	31.63	495	5.50 SOL	0.00%	11.67%	$25,999	74.0 / 9.6%
24/03 16:53:54 UTC	SolVideo	6PeZK9vLSQJosqe27ZZqqTei3WKggac8L7BY2FDQ9sXX	$66,184	$0.0000662	Disabled	100%🔥	#0	0	2.9	$189,140 | 2830.00%	25.30	479	1.82 SOL	2.54%	33.41%	$15,219	46.1 / 10.9%
24/03 19:11:53 UTC	HAT	6NBxTwbKuFHuJK38Lac23T4Q3tpp9wSUmxK1rkAt16XN	$187,684	$0.000188	Disabled	100%	#18	8.4	3.3	$627,066 | 20915.00%	4.90	758	4.26 SOL	0.00%	28.83%	$27,558	78.3 / 7.3%
24/03 20:14:28 UTC	GME	3taVVtgNPJhrARNNqDyJuRBCFR9fvfWESEd7xhTy9Axk	$82,853	$0.0000932	Disabled	100%🔥	#0	0	3.6	$296,329 | 7096.00%	0.42	382	1.49 SOL	0.00%	37.96%	$18,683	53.0 / 11.3%
24/03 18:52:52 UTC	dogewifelon	7UHAQWz6NXfD79j6RnRaa3nePWm9UGUMokxjAitevYyn	$222,224	$0.0222	Disabled	100%🔥	#0	0	3.1	$683,558 | 1404.00%	1.91	448	4.13 SOL	0.00%	37.72%	$28,864	81.8 / 6.5%
24/03 20:25:52 UTC	SAI	8XZXR1E9kjxoVZb7opDpZJZ1kFHLWvqFfrf9CS1SPWQE	$196,187	$0.0196	Disabled	N/A	#0	0	0.4	$70,965	3.24	243	2.17 SOL	0.00%	31.96%	$26,644	75.8 / 6.7%
24/03 20:46:29 UTC	$Flute	CAeGXSmPEc1qP6hJKe2fdjDWeMXzKXPdvV6eYUUZbJuR	$1,357,160	$0.000543	Disabled	100%	#8	24.4	1.1	$1,524,196 | 7048.00%	108.50	982	17.62 SOL	0.00%	33.66%	$311,669	872.5 / 11.5%
24/03 21:22:04 UTC	dogwiftie	GCg41frEbKAYMSsgVt74PDguiWbsvuETrY8EjhUoSmUF	$55,132	$0.000551	Disabled	100%🔥	#0	0	4.7	$259,439 | 707.00%	66.01	522	5.49 SOL	0.00%	19.37%	$16,636	46.1 / 14.9%
24/03 23:10:52 UTC	HOOT	75iWT5zAaRtenWkhbMyRAvpzqKydbrw55tXK3L7Mocou	$124,285	$0.000124	Disabled	100%🔥	Not Trending	0	4.6	$568,188 | 5956.00%	70.22	623	0.44 SOL	1.00%	35.05%	Raydium HOOT/SOL $23,165	62.1 / 9.3%
25/03 00:59:31 UTC	LIGMA	node3SHFNF7h6N9jbztfVcXrZcvAJdns1xAV8CbYFLG	$186,337	$0.000186	Disabled	N/A	Not Trending	0	1.4	$250,836	43.74	626	0.10 SOL	0.00%	36.97%	$26,915	71.4 / 7.5%
25/03 02:54:52 UTC	$nub	GtDZKAqvMZMnti46ZewMiXCa4oXF4bZxwQPoKzXPFxZn	$1,273,548	$0.00127	Disabled	100%🔥	#0	0	1.3	$1,696,231 | 7249.00%	106.43	866	0.54 SOL	10.00%	57.01%	$127,173	354.6 / 4.8%
25/03 04:17:03 UTC	BOW	2iZYAaPPwhLF3eg1MC4Db6Ug6gyxuRFdFyMQcBZVDVmU	$253,807	$0.000254	Disabled	100%🔥	#0	0	0.6	$142,545 | 14580.00%	16.63	469	3.53 SOL	2.75%	34.26%	$36,855	99.8 / 7.3%
25/03 07:26:04 UTC	TOWEL	4GGZnHk4K7T2RWY6WvzgA1MFk7hmEXyDcn8c89e65Xku	$101,629	$0.000102	Disabled	N/A	#0	0	4.9	$494,434 | 9223.00%	20.65	354	0.05 SOL	0.00%	48.67%	$19,998	53.3 / 9.8%
25/03 07:47:06 UTC	dogwiftowel	E6KPAYuWzNZB1VZkFVjkkHa9G8uckwrRGLiaWM3oQaXr	$176,476	$0.00176	Disabled	100%	#1	26.8	0.5	$90,404 | 2224.00%	6.38	476	5.92 SOL	0.00%	11.34%	$29,740	78.8 / 8.5%
25/03 08:09:40 UTC	$CHUCHU	Ar23Eg6yLdtHAfQuwq3NsQ8NDv79Dn9xDUv4KPgL6jmn	$57,616	$0.000576	Disabled	100%	#3	20.4	11.9	$688,641 | 1770.00%	38.92	544	11.02 SOL	0.00%	38.91%	Raydium CHUCHU/SOL $11,367	30.1 / 10.0%
25/03 08:19:03 UTC	KCAT	CBABX21bLQSL9ozdB7Dvj7n5DBN6BdT3CCgRBXAtasKU	$47,418	$0.0000474	Disabled	N/A	#0	0	2.0	$93,515 | 2812.00%	8.43	261	0.58 SOL	5.00%	46.26%	$16,707	44.6 / 17.6%
25/03 08:49:41 UTC	$nubdog	BpAsimH7aFv2KFLDQeqWQkkCQh2to3ucfoaJ6UYfiDuk	$183,991	$0.000184	Disabled	N/A	Not Trending	0	1.4	$247,696 | 3733.00%	26.88	599	9.81 SOL	0.00%	38.17%	Raydium nubdog/SOL $31,770	86.1 / 8.6%
25/03 09:50:51 UTC	$nubpepe	CCYtdMhVtDfxR8zkM4vWxMcXUcGFYaesSjfBpt7XdnH4	$51,419	$0.00514	Disabled	N/A	Not Trending	0	0.8	$39,922	43.13	232	16.77 SOL	0.00%	41.65%	$9,786	25.9 / 9.5%
25/03 13:01:40 UTC	Baby Bull	EswwDNhPjkku2uWhBsSXPtPkuDUWsx1VPPMPjJ4xfZWu	$271,182	$0.000408	Disabled	N/A	Not Trending	0	0.6	$171,564	2.42	304	2.83 SOL	1.51%	37.23%	$50,074	132.5 / 9.3%
25/03 13:21:53 UTC	LOME	EwcHSowhBygGp58tAU5p7fg6bjrfVLSGiMKBM8zFX6aN	$231,134	$0.000278	Disabled	N/A	Not Trending	0	1.8	$416,701 | -1.07%	9.77	803	41.75 SOL	0.00%	17.59%	$69,422	184.5 / 15.1%
25/03 13:30:03 UTC	ELEPE	Fg8n7vpFxhqF2X2Hcxt12phyeqPm8GrVgof6mH2ghJAY	$80,033	$0.00800	Disabled	100%🔥	#0	0	1.7	$133,411 | 2404.00%	1.41	425	2.76 SOL	0.00%	30.20%	$19,332	51.9 / 12.1%
25/03 14:16:29 UTC	BOPE	DMe8UmyLFZ1nXjPtmLyMpQ3UjQuHkidw5WcVsr5kvkkt	$153,454	$0.00153	Disabled	100%🔥	Not Trending	0	1.8	$282,952 | 8055.00%	14.96	803	20.22 SOL	0.00%	29.89%	$25,978	66.4 / 8.6%
25/03 14:18:16 UTC	LAMBO	EVyZfuKMCU2bTwNPQwkjuuY6wbDfKrcxhGCkc4DWJQXM	$35,739	$0.0000357	Disabled	100%🔥	#0	0	14.0	$498,769 | 1755.00%	5.57	524	0.25 SOL	0.00%	29.16%	$10,977	28.3 / 15.5%
25/03 14:32:40 UTC	SOL Anonymiser	BQbqmTEUufrykx1e74yGCNuBEfNScX3HLuJp2T6KwZJz	$109,070	$0.109	Disabled	N/A	Not Trending	0	1.2	$131,254	49.70	352	0.67 SOL	0.00%	52.50%	$20,956	54.2 / 9.7%
25/03 15:23:41 UTC	$NUG	DCDBQhdaARjjHz4cfgc5F9x3t3foey4kvvw81JZLVh3a	$77,244	$0.0000772	Disabled	100%	#14	12	9.3	$716,501 | 4637.00%	7.61	560	2.64 SOL	2.51%	42.63%	$21,132	54.9 / 13.7%
25/03 15:51:06 UTC	LIONA	69h7h2JMf4higciZZQ9H7EcrNVVBTC3LFkPiLpEUUjUk	$52,404	$0.0524	Disabled	100%🔥	#0	0	4.3	$225,111 | -30.23%	3.01	428	27.41 SOL	0.00%	30.69%	$30,855	80.0 / 29.5%
25/03 16:54:32 UTC	DogwifMuzzle	8qQRhD6D2BxMxmv1fuQ8iRwEpmrSskTu3ZGibXgkeBkZ	$88,117	$0.0000881	Disabled	100%	#5	18.8	0.8	$74,497 | 4416.00%	2.33	263	0.00 SOL	0.00%	40.47%	$23,746	60.3 / 13.8%
25/03 17:15:11 UTC	JAKE	GPjNUrcXpUMv22kWiZwieMDzP2eNz8NgmDfb48LpDM3K	$1,444,369	$0.00343	Disabled	N/A	#18	11.6	1.1	$1,522,196	126.86	1812	544.16 SOL	6.39%	30.85%	$348,372	897.1 / 12.1%
25/03 17:26:15 UTC	$nubbie	993AkNmyF6BvX4gMw1kYzXF3pfgZQeB7UmRgT2aawf1S	$38,994	$0.0000390	Disabled	N/A	#0	0	3.1	$120,266 | 2270.00%	2.82	396	12.10 SOL	0.00%	29.19%	$10,232	25.4 / 13.6%
25/03 17:48:31 UTC	bongwifhat	Cy1z15g2sUzJprFBQmtvzqgvd8bazfZgPARFcwn4N493	$72,265	$0.0723	Disabled	N/A	#0	0	0.5	$33,619	9.14	263	1.10 SOL	0.00%	30.33%	$23,697	61.6 / 16.4%
25/03 18:13:28 UTC	Finn	9Q7MrFxnUcvv7Qy8tyvYLS5yS1qxzEv3eyxiuURcQCG2	$242,179	$0.0242	Disabled	N/A	#0	0	0.3	$79,226 | 4221.00%	2.80	409	10.93 SOL	0.00%	30.80%	$30,862	80.1 / 6.4%
25/03 18:56:52 UTC	$neow	Ht84jeiTRsbnDKmG3GSuTLSUwghXpvhYeGegDJUiC7N9	$117,410	$0.000117	Disabled	100%🔥	#0	0	0.9	$110,465 | 4465.00%	3.07	430	40.04 SOL	4.00%	24.59%	$24,172	63.3 / 10.2%
25/03 20:38:52 UTC	DCAT	3EuUgBKRXRMJKHMD2AtjneUd1K9CxsB6ZTvXevYnfVtK	$175,281	$0.0175	Disabled	100%🔥	Not Trending	0	3.4	$586,924 | 6330.00%	38.77	597	13.83 SOL	0.00%	31.04%	$26,370	68.1 / 7.6%
25/03 22:52:53 UTC	POPO THE SMOKER	2QVPMJZu2hDwzSJDkxhFCZpeXaCfpmT6fZVPkn5Gz7wE	$73,952	$0.0000739	Disabled	100%🔥	#0	0	4.0	$299,561 | 5250.00%	18.15	444	0.14 SOL	2.50%	39.49%	$17,643	46.3 / 12.0%
24/03 03:13:15 UTC	Shibaments V2	5eQY2NTYcaQAbsqEqhro4WU5VJVaj7z6VfHSy9MTL1X2	$53,813	$0.00538	Disabled	100%🔥	#0	0	1.2	$66,077 | -25.43%	22.99	294	0.45 SOL	2.00%	38.79%	$20,836	54.6 / 19.4%
25/03 23:23:53 UTC	Rex	CcTxKZHqU4E2Tek5gh1GZoPZPHncGFkZ36EVMsgDn6sK	$9,010,876	$0.0901	Disabled	100%	#2	92.8	0.8	$6,989,300 | 54118.00%	27.93	2860	1.72 SOL	0.00%	14.08%	$286,783	753.6 / 1.6%
26/03 00:24:07 UTC	Banana	Hg675ypQpBUwP3wiWjq8pFQxr6rjnT2QRH4Vi519jdiP	$512,063	$0.0000512	Disabled	100%🔥	Not Trending	0	0.7	$355,393 | 18638.00%	16.77	484	15.11 SOL	0.00%	55.70%	$60,474	159.8 / 5.9%
26/03 06:31:40 UTC	$MEW	MEW1gQWJ3nEXg2qgERiKu7FAFj79PHvQVREQUzScPP5	$60,713,428	$0.000683	Disabled	N/A	#0	0	0.2	$13,851,301 | 9535.00%	580.82	1260	116.67 SOL	10.00%	54.40%	$11,158,198	28736.0 / 9.2%
26/03 09:14:40 UTC	MIAU	DXqGz2oGj6nNiUmcngR6u7WWzA9fdvcqdqycKS9A7dUX	$110,755	$0.000111	Disabled	N/A	Not Trending	0	1.8	$200,460 | 2561.00%	85.90	622	23.63 SOL	0.00%	29.65%	$25,128	64.9 / 11.3%
26/03 10:51:05 UTC	WOOF	HaDgCaFgLd18NSR2yWrBoJKr5k829N9xxRjvzJ2nYY3n	$556,140	$0.556	Disabled	100%	#18	10	13.2	$7,321,351 | 44697.00%	87.83	1475	0.00 SOL	0.00%	27.25%	$62,882	160.2 / 5.7%
26/03 12:10:07 UTC	MIU	9Qc9JDrYxwVVChtWRpDusY5BbHZ6maMM1VxhGU49YaCt	$125,901	$0.00126	Disabled	N/A	Not Trending	0	0.6	$78,730 | 5950.00%	13.53	337	0.65 SOL	0.00%	32.00%	$28,207	70.3 / 11.6%
26/03 14:06:30 UTC	LOL	674fYBELAKFVbFGcjq7XVzyg8Lfbz43mSQbSye5woKux	$21,727,165	$0.000217	Disabled	100%🔥	Not Trending	0	0.0	$365,756 | 21.57%	12.15	12170	1.97 SOL	0.00%	9.88%	$931,550	2422.9 / 2.1%
26/03 14:25:17 UTC	GNOME	25YCd52QKTeJsgSKGU97La48fanwzgD4VBqGXjg2RJNH	$63,857	$0.0000638	Disabled	100%🔥	#0	0	7.6	$484,037 | 1690.00%	22.88	660	1.23 SOL	0.00%	21.06%	$18,086	47.2 / 14.2%
26/03 14:38:52 UTC	$FELICETTE	BychPBYgrmUeRE38qKqs6Tx4Zo5Rh96Mcp9Lu8PUXFVv	$46,441	$0.0000673	Disabled	100%	#5	22	1.8	$82,889 | 862.00%	3.78	364	2.62 SOL	0.50%	16.89%	$12,121	31.8 / 13.0%
26/03 15:23:04 UTC	$DOGGYSTYLE	3hvqD1ynGqNkCH336WSG9cULPwkmZJhGcHPqVtW4RSR4	$112,983	$0.00164	Disabled	N/A	Not Trending	0	1.2	$133,702 | 6136.00%	5.29	408	5.90 SOL	0.00%	34.53%	$23,692	62.3 / 10.5%
26/03 16:05:04 UTC	$Lola	2uvch6aviS6xE3yhWjVZnFrDw7skUtf6ubc7xYJEPpwj	$455,841	$0.00456	Disabled	N/A	#0	0	1.1	$525,856 | 25.49%	49.88	741	101.23 SOL	9.00%	35.04%	$149,069	389.9 / 16.4%
26/03 16:19:51 UTC	Just A Cat	CHPaGRZMzoZgie6HYW8RK2uRKd9DVVrkMXFfhhANzZ9V	$72,209	$0.00722	Disabled	N/A	#0	0	3.7	$268,742 | 3104.00%	25.13	547	1.19 SOL	0.00%	27.04%	$12,412	32.8 / 8.6%
26/03 18:31:52 UTC	SolDRIVE	9b5VoRY6UfL1dd3uA1bof4pmqhHWL9DTT7SDDmx1QbHW	$105,306	$0.000105	Disabled	N/A	Not Trending	0	1.8	$187,824	19.32	693	0.16 SOL	0.00%	24.53%	$18,064	47.8 / 8.6%
26/03 19:08:40 UTC	IRS	A3tCD8Q1yjdy3gRDJ4LFzpECnafW3sHNa3dJKHesG9Xf	$58,445	$0.00584	Disabled	N/A	#0	0	0.9	$52,337 | 2105.00%	7.94	354	2.81 SOL	0.00%	19.13%	Raydium IRS/SOL $13,459	36.2 / 11.4%
26/03 18:29:52 UTC	PURR	8ZRMpEVVdaQWacCXuHEy7bKQrYQnjvfezK4eCjzXL8iV	$302,936	$0.00303	Disabled	95%	Not Trending	0	1.1	$327,081 | 15051.00%	10.71	389	0.65 SOL	0.00%	21.82%	$43,644	115.0 / 7.3%
26/03 19:54:23 UTC	ANALGANG	5zt76wBCPLddB1m4f2e42AZWkaEAf9NS19idFNbWWV9n	$273,263	$0.000273	Disabled	100%🔥	Not Trending	0	1.8	$489,584 | 20540.00%	27.38	637	1.24 SOL	0.00%	31.66%	$30,162	78.7 / 5.6%
26/03 21:04:14 UTC	$1DEGEN	G9diG2DPZEg5PRhEC82uwTGusGKY7aSBPWEp64uKptEa	$275,047	$0.000275	Disabled	100%🔥	#0	0	1.4	$386,299 | 22214.00%	0.61	728	1.79 SOL	0.00%	38.08%	Raydium $1DEGEN/SOL $36,662	95.2 / 6.8%
26/03 23:11:04 UTC	Peach Cat	DPuiwxuf14T7tQFoYjLot24T4SVgFme92oLuqyqPMA8K	$491,549	$0.000491	Disabled	N/A	#0	0	1.0	$487,203 | 8886.00%	46.50	539	3.75 SOL	5.00%	41.88%	$96,624	251.4 / 9.8%
26/03 23:40:41 UTC	PEG	EeHZ962wYSGW1GYVGAXPFSRGEr46a9MQQewg43LTeNAD	$1,841,619	$0.0184	Disabled	100%🔥	#0	0	1.9	$3,434,279 | 73973.00%	1.90	1159	0.68 SOL	0.00%	25.39%	$126,497	330.9 / 3.4%
27/03 00:30:16 UTC	Nala	3fZjsRcjkjBXrwpTczseu3q93o6dKnadsTdcXQpf4E2Z	$548,695	$0.000549	Disabled	100%🔥	#0	0	0.4	$222,382 | 14250.00%	1.82	382	7.01 SOL	0.00%	33.07%	$46,422	121.9 / 4.2%
27/03 01:21:40 UTC	SHKRELI	AUntUgxiJkDu9tL5xAqFJfKz4yViVV3hh3WHBCp65Cwk	$37,720	$0.0000377	Disabled	100%🔥	Not Trending	0	2.9	$108,484	110.06	279	4.17 SOL	0.00%	32.33%	$12,298	32.0 / 16.3%
27/03 03:15:04 UTC	Bananacat	BK4izjFM1Aw4twAf4hSkwY2g4tihAwchS7e2Y4TxHT8f	$75,898	$0.00759	Disabled	N/A	#0	0	2.3	$176,473 | 3204.00%	75.71	371	16.99 SOL	0.00%	37.36%	$12,557	32.9 / 8.3%
27/03 03:23:30 UTC	GRUMP	5nr7i7cTkTj7Kgg7HvJJ1SoC1Q8Fn2FyNDv8gQzPcUL2	$97,304	$0.0000973	Disabled	N/A	#0	0	1.0	$99,632 | 6060.00%	17.79	334	3.77 SOL	2.05%	46.39%	$16,670	44.3 / 8.5%
27/03 04:20:39 UTC	Polite CAT	FLUaX4ZxvvB9HyPXo2ZmwrBvzDo3yvit7KfYKmS5YPB5	$27,886	$0.00279	Disabled	N/A	Not Trending	0	2.5	$70,101	17.09	309	16.98 SOL	0.00%	49.56%	$7,465	20.6 / 12.7%
27/03 04:36:43 UTC	TORO	81ByDgtYNtYtN5cnJBmL6jZJVG8F9JPozpwgfjFgYuta	$48,182	$0.0000482	Disabled	100%🔥	#0	0	2.6	$125,539 | 4766.00%	3.13	339	7.14 SOL	0.00%	47.32%	$13,925	36.5 / 14.5%
27/03 07:56:43 UTC	TIGRA	7uu3y8msjegeEJwbWZhsUAwaYjFS9DD2dTwqJu3i5ckw	$53,618	$0.0000536	Disabled	100%🔥	#0	0	1.7	$91,932 | 3102.00%	36.44	266	0.71 SOL	4.00%	43.39%	$18,086	48.8 / 16.8%
27/03 08:06:04 UTC	CATO	AYFrik7wqDCoc6YAYE3NkaU8yuEsCWRhgWskiibyFQwh	$202,140	$0.000674	Disabled	100%🔥	Not Trending	0	4.3	$866,321 | 5702.00%	119.07	628	1.53 SOL	0.00%	39.18%	$31,760	85.4 / 7.9%
27/03 10:45:35 UTC	I Choose Cat Everytime	FMxWStSgXHAEd6SFdwatqp6oRgEryGSt1Q69rqDh7Ep5	$97,184	$0.0000972	Disabled	100%🔥	#0	0	3.4	$333,749 | 8380.00%	51.99	688	22.72 SOL	0.00%	34.84%	$15,002	40.1 / 7.8%
27/03 11:44:16 UTC	CHONK	BqdVkKk5kFpnSjQDHPt2G81zruB5JkFnTh1eRoJVTRRt	$54,626	$0.0000546	Disabled	N/A	#0	0	1.9	$105,402	1.99	308	0.34 SOL	4.00%	38.13%	$18,317	48.8 / 16.7%
27/03 13:17:46 UTC	MEOW	HQEivWsBwRCo38DcvF8im6xwDe6WXckfvei4Cv4VMyTx	$28,536	$0.0000285	Disabled	100%🔥	Not Trending	0	3.1	$89,654	6.97	319	22.63 SOL	0.00%	30.67%	$7,926	20.8 / 13.8%
27/03 13:24:50 UTC	$BarrTremp	2CMxmFb2nsNdw351TfZoawpN1DnDuVrH4Wn6fxH2EJT6	$632,504	$0.000633	Disabled	100%🔥	Not Trending	0	1.7	$1,051,576 | 15692.00%	30.65	1261	6.76 SOL	0.00%	31.85%	$63,696	168.0 / 5.0%
27/03 11:27:30 UTC	KRAKEN	A7rCWbzUD22fUpv3N8f6tfjhMBHFCMAND7g8ViM2ieJh	$436,502	$0.0000436	Disabled	100%🔥	Not Trending	0	1.8	$778,461 | 2885.00%	11.25	961	15.47 SOL	2.00%	36.37%	$138,279	365.3 / 15.8%
27/03 13:56:20 UTC	oggy	2g9qESCGCwR3VrwBDx9k5S6HKRdmJTTEBoEZYCUiHGPH	$206,916	$0.000492	Disabled	100%🔥	Not Trending	0	1.2	$246,301 | 3349.00%	16.51	754	5.91 SOL	0.00%	15.92%	$33,366	89.6 / 8.1%
27/03 14:38:27 UTC	ADHD	92GjLswmuB5cg6Ay9kurDqbRsrciT3QmnuLUBptSdPMF	$140,108	$0.00140	Disabled	N/A	Not Trending	0	6.1	$854,225 | 6848.00%	25.69	1124	1.76 SOL	0.00%	20.12%	$30,860	83.4 / 11.0%
27/03 15:15:29 UTC	SHIVA INU	FPJWty1magFsUSe2EXrkc15S5JvH28kyeoFZToxp3TdB	$225,935	$0.00226	Disabled	100%🔥	Not Trending	0	3.0	$684,626 | 10377.00%	40.94	1136	7.43 SOL	0.00%	31.85%	Raydium SHIV/SOL $34,130	93.0 / 7.6%
27/03 16:05:01 UTC	$Dibble	8niSFu6jL2hpwjuLHzdkVMyoP2CBEPRBsEjRY5QrHBXG	$31,237	$0.0000312	Disabled	100%🔥	#0	0	1.7	$54,434 | 2057.00%	46.26	268	5.99 SOL	3.00%	37.83%	$8,881	24.4 / 14.2%
27/03 16:39:04 UTC	SMM	SMMzJzseLTFb6pxacL8r5mZMEqjTTGWjNPk4q3JQHTu	$577,979	$0.578	Disabled	100%🔥	Not Trending	0	4.2	$2,398,797 | 38478.00%	7.45	1080	0.78 SOL	0.00%	19.22%	$51,581	141.4 / 4.5%
27/03 16:46:04 UTC	Peyote Coyote	6Q3BoUQHHYz6Td9LnLTT12CKrmc12RqsQgJ8proyTeg8	$143,513	$0.000143	Disabled	100%🔥	Not Trending	0	1.1	$157,456 | 1614.00%	10.30	470	0.34 SOL	0.00%	32.80%	$26,578	72.7 / 9.3%
27/03 17:01:12 UTC	CrazyPepe	E7ENfG7EA1oGAtgZiaL8YL3THoSwu72LbsYmpN6n5ZXw	$923,808	$0.00000000219	Disabled	N/A	Not Trending	0	2.8	$2,584,802 | 11.95%	9.60	1747	1.55 SOL	0.00%	22.29%	$147,432	403.0 / 8.0%
27/03 19:14:51 UTC	$wassie	4js9kZ53YYGRKug5a4pocdkJ9TGdcyrAb6vciLQfrFhT	$58,678	$0.000587	Disabled	100%🔥	#0	0	4.6	$269,032 | 2167.00%	23.30	523	38.85 SOL	6.32%	32.03%	$16,488	45.4 / 14.0%
27/03 19:20:43 UTC	DAWG	BEdzLsZKkLkQ4ZcNd3MeN2UhpcWKZXj2nYUSvwjUigSc	$42,597	$0.0000426	Disabled	N/A	Not Trending	0	1.3	$56,620 | 2402.00%	2.59	268	1.39 SOL	2.00%	41.88%	$11,005	30.1 / 12.9%
25/03 19:47:54 UTC	KEIKO	Fgo5fyKEWuaiY6so9MPsH1aD72jvkkWTM17G3YwhRfYr	$31,564	$0.000665	Disabled	100%🔥	#0	0	3.6	$112,212 | 102.00%	3.32	257	2.28 SOL	0.00%	57.12%	$12,057	33.2 / 19.0%
27/03 23:14:36 UTC	BUPE	4YzGMpMXxGfbwMUHPgYu8PEyuvJRwshwodNdntzJ9jUj	$170,039	$0.000170	Disabled	100%🔥	Not Trending	0	2.0	$344,954 | 6216.00%	35.72	670	5.40 SOL	0.00%	35.69%	$33,025	89.0 / 9.7%
27/03 23:23:16 UTC	SolSpend	3mp1MN5v7zdGXTvvcC9zUMoszMrh9pNdaCDkAQKc7Fec	$3,623,868	$0.362	Disabled	N/A	Not Trending	0	1.9	$6,977,730 | 388.00%	52.30	2581	1.81 SOL	0.00%	34.07%	Raydium SPEND/SOL $294,776	795.7 / 4.1%
28/03 04:10:40 UTC	$MOOMOO	7ZNRP2f7mqE9V2TjvWvGE8rewypdJCU1xz1Qzs8LK9V8	$134,363	$0.000134	Disabled	100%🔥	#0	0	23.4	$3,140,611 | 6479.00%	1.54	1094	30.78 SOL	0.00%	32.49%	$29,352	80.4 / 10.9%
28/03 04:22:28 UTC	NOMCAT	A1RqtAVNNJRBmAByDEj3smMh8pgPRTxMs2W4vLSopcbC	$99,374	$0.00994	Disabled	N/A	#0	0	1.2	$116,170	20.06	439	1.13 SOL	0.00%	42.03%	$13,838	36.8 / 7.2%
28/03 04:43:06 UTC	Popfrog	3GTdR8h7biYHWTF8hUsfuPBAtG7D4LrcTcCXQq9v4vtT	$62,782	$0.0628	Disabled	N/A	#0	0	1.8	$110,382 | 1267.00%	0.33	238	4.12 SOL	0.00%	32.26%	Raydium POPFROG/SOL $15,525	42.5 / 12.3%
